Time (s)	Light Intensity (% of scale max)	Position (m)
0.0	0.0	0.0
0.05	0.0	0.0
0.1	0.0	0.0
0.15	0.0	0.0
0.2	0.0	0.0
0.25	0.0	0.0
0.3	0.0	0.0
0.35	0.0	0.0
0.4	0.0	0.0
0.45	0.0	0.0
0.5	0.0	0.0
0.55	0.0	0.0
0.6	0.0	0.0
0.65	0.0	0.0
0.7	0.0	0.0
0.75	0.0	0.0
0.8	0.0	0.0
0.85	0.0	0.0
0.9	0.0	0.0
0.95	0.0	0.0
1.0	0.0	0.0
1.05	0.0	0.0
1.1	0.0	0.0
1.15	0.0	0.0
1.2	0.0	0.0
1.25	0.0	0.0
1.3	0.0	0.0
1.35	0.0	0.0
1.4	0.0	0.0
1.45	0.0	0.0
1.5	0.0	0.0
1.55	0.0	0.0
1.6	0.0	0.0
1.65	0.0	0.0
1.7	0.0	0.0
1.75	0.0	0.0
1.8	0.0	0.0
1.85	0.0	0.0
1.9	0.0	0.0
1.95	0.0	0.0
2.0	0.0	0.0
2.05	0.0	0.0
2.1	0.0	0.0
2.15	0.0	0.0
2.2	0.0	0.0
2.25	0.0	0.0
2.3	0.0	0.0
2.35	0.0	0.0
2.4	0.0	0.0
2.45	0.0	0.0
2.5	0.0	0.0
2.55	0.0	0.0
2.6	0.0	0.0
2.65	0.0	0.0
2.7	0.0	0.0
2.75	0.0	0.0
2.8	0.0	0.0
2.85	0.0	9.375e-06
2.9	0.0	3.75e-05
2.95	0.0	3.75e-05
3.0	0.0	3.75e-05
3.05	0.0	3.75e-05
3.1	0.0	3.75e-05
3.15	0.0	3.75e-05
3.2	0.0	3.75e-05
3.25	0.0	3.75e-05
3.3	0.0	3.75e-05
3.35	0.0	3.75e-05
3.4	0.0	3.75e-05
3.45	0.0	3.75e-05
3.5	0.0	3.75e-05
3.55	0.0	3.75e-05
3.6	0.0	3.75e-05
3.65	0.0	-8.334800000000001e-19
3.7	0.0	-0.00075
3.75	0.0	-0.0027
3.8	0.0	-0.0046
3.85	0.0	-0.0058
3.9	0.0	-0.0069
3.95	0.0	-0.0081
4.0	0.0	-0.0099
4.05	0.0	-0.0115
4.1	0.0	-0.0128
4.15	0.0	-0.0135
4.2	0.0	-0.0138
4.25	0.0	-0.0142
4.3	0.0	-0.0145
4.35	0.0	-0.0147
4.4	0.0	-0.015
4.45	0.0	-0.0153
4.5	0.0	-0.0157
4.55	0.0	-0.0157
4.6	0.0	-0.0157
4.65	0.0	-0.0155
4.7	0.0	-0.0155
4.75	0.0	-0.0155
