Time (s)	Light Intensity (% of scale max)	Position (m)
0.0	0.0	0.0
0.05	0.0	0.0
0.1	0.0	0.0
0.15	0.0	0.0
0.2	0.0	0.0
0.25	0.0	0.0
0.3	0.0	0.0
0.35	0.0	0.0
0.4	0.0	0.0
0.45	0.0	0.0
0.5	0.0	0.0
0.55	0.0	0.0
0.6	0.0	0.0
0.65	0.0	0.0
0.7	0.0	0.0
0.75	0.0	0.0
0.8	0.1	0.0
0.85	0.1	0.0
0.9	0.1	0.0
0.95	0.1	0.0
1.0	0.1	0.0
1.05	0.1	0.0
1.1	0.1	0.0
1.15	0.1	0.0
1.2	0.1	0.0
1.25	0.1	0.0
1.3	0.1	0.0
1.35	0.1	0.0
1.4	0.1	0.0
1.45	0.1	0.0
1.5	0.1	0.0
1.55	0.1	0.0
1.6	0.1	0.0
1.65	0.1	0.0
1.7	0.1	0.0
1.75	0.1	0.0
1.8	0.1	0.0
1.85	0.1	-5.625e-05
1.9	0.1	-0.0006375
1.95	0.1	-0.0017
2.0	0.1	-0.003
2.05	0.1	-0.0035
2.1	0.1	-0.0042
2.15	0.1	-0.0047
2.2	0.1	-0.0056
2.25	0.1	-0.0066
2.3	0.1	-0.0073
2.35	0.1	-0.0075
2.4	0.1	-0.0081
2.45	0.1	-0.009
2.5	0.1	-0.0095
2.55	0.0	-0.0101
2.6	0.0	-0.0111
2.65	0.0	-0.0122
2.7	0.0	-0.0133
2.75	0.0	-0.0142
2.8	0.0	-0.0148
2.85	0.0	-0.0151
2.9	0.0	-0.0151
2.95	0.0	-0.0149
3.0	0.0	-0.0148
3.05	0.0	-0.0148
3.1	0.0	-0.0148
3.15	0.0	-0.0148
3.2	0.0	-0.0148
3.25	0.0	-0.0148
3.3	0.0	-0.0149
3.35	0.0	-0.0152
3.4	0.0	-0.0159
3.45	0.0	-0.0175
3.5	0.0	-0.0192
3.55	0.0	-0.0205
3.6	0.0	-0.0214
3.65	0.0	-0.0223
3.7	0.0	-0.0231
3.75	0.0	-0.0239
3.8	0.0	-0.0246
3.85	0.0	-0.0256
3.9	0.0	-0.0262
3.95	0.0	-0.0267
4.0	0.0	-0.0271
4.05	0.0	-0.0272
4.1	0.1	-0.0275
4.15	0.0	-0.028
4.2	0.0	-0.0285
4.25	0.0	-0.0291
4.3	0.0	-0.0299
4.35	0.0	-0.0306
4.4	0.0	-0.0307
4.45	0.0	-0.0306
4.5	0.1	-0.0303
4.55	0.1	-0.0303
4.6	0.1	-0.0303
4.65	0.1	-0.0303
