Time (s)	Light Intensity (% of scale max)	Position (m)
0.0	0.0	0.0
0.05	0.0	0.0
0.1	0.0	0.0
0.15	0.0	0.0
0.2	0.0	0.0
0.25	0.0	0.0
0.3	0.0	0.0
0.35	0.0	0.0
0.4	0.0	0.0
0.45	0.0	0.0
0.5	0.0	0.0
0.55	0.0	0.0
0.6	0.0	0.0
0.65	0.0	0.0
0.7	0.0	0.0
0.75	0.0	0.0
0.8	0.0	0.0
0.85	0.0	0.0
0.9	0.0	0.0
0.95	0.0	0.0
1.0	0.0	0.0
1.05	0.0	0.0
1.1	0.0	0.0
1.15	0.0	0.0
1.2	0.0	0.0
1.25	0.0	0.0
1.3	0.0	0.0
1.35	0.0	0.0
1.4	0.0	0.0
1.45	0.0	0.0
1.5	0.0	0.0
1.55	0.0	0.0
1.6	0.0	0.0
1.65	0.0	0.0
1.7	0.0	0.0
1.75	0.0	0.0
1.8	0.0	0.0
1.85	0.0	0.0
1.9	0.0	0.0
1.95	0.0	0.0
2.0	0.0	0.0
2.05	0.0	0.0
2.1	0.0	0.0
2.15	0.0	0.0
2.2	0.0	0.0
2.25	0.0	0.0
2.3	0.0	-3.75e-05
2.35	0.0	-0.00021563
2.4	0.0	-0.0006375
2.45	0.0	-0.0017
2.5	0.0	-0.0029
2.55	0.0	-0.0042
2.6	0.0	-0.0055
2.65	0.0	-0.0067
2.7	0.0	-0.0077
2.75	0.0	-0.0096
2.8	0.0	-0.0114
2.85	0.0	-0.0115
2.9	0.0	-0.0115
2.95	0.0	-0.0115
3.0	0.0	-0.0115
3.05	0.0	-0.0115
3.1	0.0	-0.0115
3.15	0.0	-0.0115
3.2	0.0	-0.0115
3.25	0.0	-0.0115
3.3	0.0	-0.0115
3.35	0.0	-0.0117
3.4	0.0	-0.012
3.45	0.0	-0.013
3.5	0.0	-0.0143
3.55	0.0	-0.0153
3.6	0.0	-0.0163
3.65	0.0	-0.0175
3.7	0.0	-0.0185
3.75	0.0	-0.0195
3.8	0.0	-0.0203
3.85	0.0	-0.021
3.9	0.0	-0.0215
3.95	0.0	-0.0215
4.0	0.0	-0.0214
4.05	0.0	-0.0214
4.1	0.0	-0.0214
4.15	0.0	-0.0213
4.2	0.0	-0.0212
4.25	0.0	-0.0212
4.3	0.0	-0.0212
4.35	0.0	-0.0214
4.4	0.0	-0.0218
4.45	0.0	-0.0228
4.5	0.0	-0.0242
4.55	0.0	-0.0251
4.6	0.0	-0.0261
4.65	0.0	-0.027
4.7	0.0	-0.028
4.75	0.0	-0.0294
