Time (s)	Light Intensity (% of scale max)	Position (m)
0.0	0.0	0.0
0.05	0.0	0.0
0.1	0.0	0.0
0.15	0.0	0.0
0.2	0.0	0.0
0.25	0.0	0.0
0.3	0.0	0.0
0.35	0.0	0.0
0.4	0.0	0.0
0.45	0.0	0.0
0.5	0.0	0.0
0.55	0.0	0.0
0.6	0.0	0.0
0.65	0.0	0.0
0.7	0.0	0.0
0.75	0.0	0.0
0.8	0.0	0.0
0.85	0.0	0.0
0.9	0.0	0.0
0.95	0.0	0.0
1.0	0.0	0.0
1.05	0.0	0.0
1.1	0.0	0.0
1.15	0.0	0.0
1.2	0.0	0.0
1.25	0.0	0.0
1.3	0.0	0.0
1.35	0.0	0.0
1.4	0.0	0.0
1.45	0.0	0.0
1.5	0.0	0.0
1.55	0.0	0.0
1.6	0.0	0.0
1.65	0.0	0.0
1.7	0.0	0.0
1.75	0.0	0.0
1.8	0.0	-3.75e-05
1.85	0.0	-0.00013125
1.9	0.0	-0.00020625
1.95	0.0	-0.000225
2.0	0.0	-0.000225
2.05	0.0	-0.00031875
2.1	0.0	-0.00043125
2.15	0.0	-0.00065625
2.2	0.0	-0.001
2.25	0.0	-0.0014
2.3	0.0	-0.0019
2.35	0.0	-0.0025
2.4	0.0	-0.003
2.45	0.0	-0.0036
2.5	0.0	-0.0045
2.55	0.0	-0.0056
2.6	0.0	-0.0066
2.65	0.0	-0.0077
2.7	0.0	-0.0088
2.75	0.0	-0.0094
2.8	0.0	-0.0098
2.85	0.0	-0.0105
2.9	0.0	-0.0113
2.95	0.0	-0.0119
3.0	0.0	-0.0125
3.05	0.0	-0.0131
3.1	0.0	-0.0133
3.15	0.0	-0.0133
3.2	0.0	-0.0133
3.25	0.0	-0.0134
3.3	0.0	-0.0137
3.35	0.0	-0.0138
3.4	0.0	-0.0141
3.45	0.0	-0.0142
3.5	0.0	-0.0142
3.55	0.0	-0.0142
3.6	0.0	-0.0142
3.65	0.0	-0.014
3.7	0.0	-0.0138
3.75	0.0	-0.0138
3.8	0.0	-0.0138
3.85	0.0	-0.0138
3.9	0.0	-0.0138
3.95	0.0	-0.0138
4.0	0.0	-0.0138
4.05	0.0	-0.0138
4.1	0.0	-0.0139
4.15	0.0	-0.014
4.2	0.0	-0.0142
4.25	0.0	-0.0144
4.3	0.0	-0.0145
4.35	0.0	-0.0145
4.4	0.0	-0.0147
4.45	0.0	-0.0151
4.5	0.0	-0.0156
4.55	0.0	-0.0161
4.6	0.0	-0.0165
4.65	0.0	-0.017
